date,rank,song,artist,last-week,peak-rank,weeks-on-board
30/01/1999,1,...Baby One More Time,Britney Spears,3,1,11
06/02/1999,1,...Baby One More Time,Britney Spears,1,1,12
13/02/1999,1,Angel Of Mine,Monica,2,1,11
20/02/1999,1,Angel Of Mine,Monica,1,1,12
27/02/1999,1,Angel Of Mine,Monica,1,1,13
06/03/1999,1,Angel Of Mine,Monica,1,1,14
13/03/1999,1,Believe,Cher,2,1,13
20/03/1999,1,Believe,Cher,1,1,14
27/03/1999,1,Believe,Cher,1,1,15
03/04/1999,1,Believe,Cher,1,1,16
10/04/1999,1,No Scrubs,TLC,8,1,8
17/04/1999,1,No Scrubs,TLC,1,1,9
24/04/1999,1,No Scrubs,TLC,1,1,10
01/05/1999,1,No Scrubs,TLC,1,1,11
08/05/1999,1,Livin' La Vida Loca,Ricky Martin,8,1,4
15/05/1999,1,Livin' La Vida Loca,Ricky Martin,1,1,5
22/05/1999,1,Livin' La Vida Loca,Ricky Martin,1,1,6
29/05/1999,1,Livin' La Vida Loca,Ricky Martin,1,1,7
05/06/1999,1,Livin' La Vida Loca,Ricky Martin,1,1,8
12/06/1999,1,If You Had My Love,Jennifer Lopez,2,1,5
19/06/1999,1,If You Had My Love,Jennifer Lopez,1,1,6
26/06/1999,1,If You Had My Love,Jennifer Lopez,1,1,7
03/07/1999,1,If You Had My Love,Jennifer Lopez,1,1,8
10/07/1999,1,If You Had My Love,Jennifer Lopez,1,1,9
17/07/1999,1,"Bills, Bills, Bills",Destiny's Child,2,1,5
24/07/1999,1,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,8,1,10
31/07/1999,1,Genie In A Bottle,Christina Aguilera,3,1,5
07/08/1999,1,Genie In A Bottle,Christina Aguilera,1,1,6
14/08/1999,1,Genie In A Bottle,Christina Aguilera,1,1,7
21/08/1999,1,Genie In A Bottle,Christina Aguilera,1,1,8
28/08/1999,1,Genie In A Bottle,Christina Aguilera,1,1,9
04/09/1999,1,Bailamos,Enrique Iglesias,2,1,9
11/09/1999,1,Bailamos,Enrique Iglesias,1,1,10
18/09/1999,1,Unpretty,TLC,2,1,13
25/09/1999,1,Unpretty,TLC,1,1,14
02/10/1999,1,Unpretty,TLC,1,1,15
09/10/1999,1,Heartbreaker,Mariah Carey Featuring Jay-Z,16,1,6
16/10/1999,1,Heartbreaker,Mariah Carey Featuring Jay-Z,1,1,7
23/10/1999,1,Smooth,Santana Featuring Rob Thomas,3,1,13
30/10/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,14
06/11/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,15
13/11/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,16
20/11/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,17
27/11/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,18
04/12/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,19
11/12/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,20
18/12/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,21
25/12/1999,1,Smooth,Santana Featuring Rob Thomas,1,1,22
01/01/2000,1,Smooth,Santana Featuring Rob Thomas,1,1,23
08/01/2000,1,Smooth,Santana Featuring Rob Thomas,1,1,24
15/01/2000,1,What A Girl Wants,Christina Aguilera,11,1,8
22/01/2000,1,What A Girl Wants,Christina Aguilera,1,1,9
29/01/2000,1,I Knew I Loved You,Savage Garden,2,1,15
05/02/2000,1,I Knew I Loved You,Savage Garden,1,1,16
12/02/2000,1,I Knew I Loved You,Savage Garden,1,1,17
19/02/2000,1,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,2,1,11
26/02/2000,1,I Knew I Loved You,Savage Garden,2,1,19
04/03/2000,1,Amazed,Lonestar,3,1,31
11/03/2000,1,Amazed,Lonestar,1,1,32
18/03/2000,1,Say My Name,Destiny's Child,14,1,13
25/03/2000,1,Say My Name,Destiny's Child,1,1,14
01/04/2000,1,Say My Name,Destiny's Child,1,1,15
08/04/2000,1,Maria Maria,Santana Featuring The Product G&B,2,1,9
15/04/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,10
22/04/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,11
29/04/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,12
06/05/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,13
13/05/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,14
20/05/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,15
27/05/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,16
03/06/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,17
10/06/2000,1,Maria Maria,Santana Featuring The Product G&B,1,1,18
17/06/2000,1,Try Again,Aaliyah,6,1,14
24/06/2000,1,Be With You,Enrique Iglesias,4,1,13
01/07/2000,1,Be With You,Enrique Iglesias,1,1,14
08/07/2000,1,Be With You,Enrique Iglesias,1,1,15
15/07/2000,1,Everything You Want,Vertical Horizon,6,1,26
22/07/2000,1,Bent,matchbox twenty,6,1,13
29/07/2000,1,It's Gonna Be Me,'N Sync,4,1,13
05/08/2000,1,It's Gonna Be Me,'N Sync,1,1,14
12/08/2000,1,Incomplete,Sisqo,2,1,8
19/08/2000,1,Incomplete,Sisqo,1,1,9
26/08/2000,1,Doesn't Really Matter,Janet,5,1,11
02/09/2000,1,Doesn't Really Matter,Janet,1,1,12
09/09/2000,1,Doesn't Really Matter,Janet,1,1,13
16/09/2000,1,Music,Madonna,2,1,6
23/09/2000,1,Music,Madonna,1,1,7
30/09/2000,1,Music,Madonna,1,1,8
07/10/2000,1,Music,Madonna,1,1,9
14/10/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,11,1,11
21/10/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,12
28/10/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,13
04/11/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,14
11/11/2000,1,With Arms Wide Open,Creed,3,1,27
18/11/2000,1,Independent Women Part I,Destiny's Child,5,1,9
25/11/2000,1,Independent Women Part I,Destiny's Child,1,1,10
02/12/2000,1,Independent Women Part I,Destiny's Child,1,1,11
09/12/2000,1,Independent Women Part I,Destiny's Child,1,1,12
16/12/2000,1,Independent Women Part I,Destiny's Child,1,1,13
23/12/2000,1,Independent Women Part I,Destiny's Child,1,1,14
30/12/2000,1,Independent Women Part I,Destiny's Child,1,1,15
06/01/2001,1,Independent Women Part I,Destiny's Child,1,1,16
13/01/2001,1,Independent Women Part I,Destiny's Child,1,1,17
20/01/2001,1,Independent Women Part I,Destiny's Child,1,1,18
27/01/2001,1,Independent Women Part I,Destiny's Child,1,1,19
03/02/2001,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,1,14
10/02/2001,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",1,1,15
17/02/2001,1,Ms. Jackson,OutKast,2,1,15
24/02/2001,1,Stutter,Joe Featuring Mystikal,2,1,8
03/03/2001,1,Stutter,Joe Featuring Mystikal,1,1,9
10/03/2001,1,Stutter,Joe Featuring Mystikal,1,1,10
17/03/2001,1,Stutter,Joe Featuring Mystikal,1,1,11
24/03/2001,1,Butterfly,Crazy Town,2,1,12
31/03/2001,1,Angel,Shaggy Featuring Rayvon,2,1,14
07/04/2001,1,Butterfly,Crazy Town,2,1,14
14/04/2001,1,All For You,Janet,2,1,5
21/04/2001,1,All For You,Janet,1,1,6
28/04/2001,1,All For You,Janet,1,1,7
05/05/2001,1,All For You,Janet,1,1,8
12/05/2001,1,All For You,Janet,1,1,9
19/05/2001,1,All For You,Janet,1,1,10
26/05/2001,1,All For You,Janet,1,1,11
02/06/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",3,1,8
09/06/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,9
16/06/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,10
23/06/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,11
30/06/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,12
07/07/2001,1,U Remind Me,Usher,21,1,4
14/07/2001,1,U Remind Me,Usher,1,1,5
21/07/2001,1,U Remind Me,Usher,1,1,6
28/07/2001,1,U Remind Me,Usher,1,1,7
04/08/2001,1,Bootylicious,Destiny's Child,7,1,9
11/08/2001,1,Bootylicious,Destiny's Child,1,1,10
18/08/2001,1,Fallin',Alicia Keys,7,1,10
25/08/2001,1,Fallin',Alicia Keys,1,1,11
01/09/2001,1,Fallin',Alicia Keys,1,1,12
08/09/2001,1,I'm Real,Jennifer Lopez Featuring Ja Rule,2,1,10
15/09/2001,1,I'm Real,Jennifer Lopez Featuring Ja Rule,1,1,11
22/09/2001,1,I'm Real,Jennifer Lopez Featuring Ja Rule,1,1,12
29/09/2001,1,Fallin',Alicia Keys,2,1,16
06/10/2001,1,Fallin',Alicia Keys,1,1,17
13/10/2001,1,Fallin',Alicia Keys,1,1,18
20/10/2001,1,I'm Real,Jennifer Lopez Featuring Ja Rule,2,1,16
27/10/2001,1,I'm Real,Jennifer Lopez Featuring Ja Rule,1,1,17
03/11/2001,1,Family Affair,Mary J. Blige,3,1,15
10/11/2001,1,Family Affair,Mary J. Blige,1,1,16
17/11/2001,1,Family Affair,Mary J. Blige,1,1,17
24/11/2001,1,Family Affair,Mary J. Blige,1,1,18
01/12/2001,1,Family Affair,Mary J. Blige,1,1,19
08/12/2001,1,Family Affair,Mary J. Blige,1,1,20
15/12/2001,1,U Got It Bad,Usher,2,1,13
22/12/2001,1,How You Remind Me,Nickelback,3,1,16
29/12/2001,1,How You Remind Me,Nickelback,1,1,17
05/01/2002,1,How You Remind Me,Nickelback,1,1,18
12/01/2002,1,How You Remind Me,Nickelback,1,1,19
19/01/2002,1,U Got It Bad,Usher,2,1,18
26/01/2002,1,U Got It Bad,Usher,1,1,19
02/02/2002,1,U Got It Bad,Usher,1,1,20
09/02/2002,1,U Got It Bad,Usher,1,1,21
16/02/2002,1,U Got It Bad,Usher,1,1,22
23/02/2002,1,Always On Time,Ja Rule Featuring Ashanti,3,1,15
02/03/2002,1,Always On Time,Ja Rule Featuring Ashanti,1,1,16
09/03/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,3,1,11
16/03/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1,1,12
23/03/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1,1,13
30/03/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1,1,14
06/04/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1,1,15
13/04/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1,1,16
20/04/2002,1,Foolish,Ashanti,3,1,10
27/04/2002,1,Foolish,Ashanti,1,1,11
04/05/2002,1,Foolish,Ashanti,1,1,12
11/05/2002,1,Foolish,Ashanti,1,1,13
18/05/2002,1,Foolish,Ashanti,1,1,14
25/05/2002,1,Foolish,Ashanti,1,1,15
01/06/2002,1,Foolish,Ashanti,1,1,16
08/06/2002,1,Foolish,Ashanti,1,1,17
15/06/2002,1,Foolish,Ashanti,1,1,18
22/06/2002,1,Foolish,Ashanti,1,1,19
29/06/2002,1,Hot In Herre,Nelly,2,1,9
06/07/2002,1,Hot In Herre,Nelly,1,1,10
13/07/2002,1,Hot In Herre,Nelly,1,1,11
20/07/2002,1,Hot In Herre,Nelly,1,1,12
27/07/2002,1,Hot In Herre,Nelly,1,1,13
03/08/2002,1,Hot In Herre,Nelly,1,1,14
10/08/2002,1,Hot In Herre,Nelly,1,1,15
17/08/2002,1,Dilemma,Nelly Featuring Kelly Rowland,2,1,6
24/08/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,7
31/08/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,8
07/09/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,9
14/09/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,10
21/09/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,11
28/09/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,12
05/10/2002,1,A Moment Like This,Kelly Clarkson,52,1,3
12/10/2002,1,A Moment Like This,Kelly Clarkson,1,1,4
19/10/2002,1,Dilemma,Nelly Featuring Kelly Rowland,2,1,15
26/10/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,16
02/11/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,17
09/11/2002,1,Lose Yourself,Eminem,2,1,6
16/11/2002,1,Lose Yourself,Eminem,1,1,7
23/11/2002,1,Lose Yourself,Eminem,1,1,8
30/11/2002,1,Lose Yourself,Eminem,1,1,9
07/12/2002,1,Lose Yourself,Eminem,1,1,10
14/12/2002,1,Lose Yourself,Eminem,1,1,11
21/12/2002,1,Lose Yourself,Eminem,1,1,12
28/12/2002,1,Lose Yourself,Eminem,1,1,13
04/01/2003,1,Lose Yourself,Eminem,1,1,14
11/01/2003,1,Lose Yourself,Eminem,1,1,15
18/01/2003,1,Lose Yourself,Eminem,1,1,16
25/01/2003,1,Lose Yourself,Eminem,1,1,17
01/02/2003,1,"Bump, Bump, Bump",B2K & P. Diddy,2,1,10
08/02/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,5,1,7
15/02/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,1,1,8
22/02/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,1,1,9
01/03/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,1,1,10
08/03/2003,1,In Da Club,50 Cent,2,1,9
15/03/2003,1,In Da Club,50 Cent,1,1,10
22/03/2003,1,In Da Club,50 Cent,1,1,11
29/03/2003,1,In Da Club,50 Cent,1,1,12
05/04/2003,1,In Da Club,50 Cent,1,1,13
12/04/2003,1,In Da Club,50 Cent,1,1,14
19/04/2003,1,In Da Club,50 Cent,1,1,15
26/04/2003,1,In Da Club,50 Cent,1,1,16
03/05/2003,1,In Da Club,50 Cent,1,1,17
10/05/2003,1,Get Busy,Sean Paul,2,1,12
17/05/2003,1,Get Busy,Sean Paul,1,1,13
24/05/2003,1,Get Busy,Sean Paul,1,1,14
31/05/2003,1,21 Questions,50 Cent Featuring Nate Dogg,2,1,11
07/06/2003,1,21 Questions,50 Cent Featuring Nate Dogg,1,1,12
14/06/2003,1,21 Questions,50 Cent Featuring Nate Dogg,1,1,13
21/06/2003,1,21 Questions,50 Cent Featuring Nate Dogg,1,1,14
28/06/2003,1,This Is The Night,Clay Aiken,,1,1
05/07/2003,1,This Is The Night,Clay Aiken,1,1,2
12/07/2003,1,Crazy In Love,Beyonce Featuring Jay Z,3,1,8
19/07/2003,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,9
26/07/2003,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,10
02/08/2003,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,11
09/08/2003,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,12
16/08/2003,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,13
23/08/2003,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,14
30/08/2003,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,15
06/09/2003,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",3,1,11
13/09/2003,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",1,1,12
20/09/2003,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",1,1,13
27/09/2003,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",1,1,14
04/10/2003,1,Baby Boy,Beyonce Featuring Sean Paul,2,1,8
11/10/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,9
18/10/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,10
25/10/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,11
01/11/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,12
08/11/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,13
15/11/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,14
22/11/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,15
29/11/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,16
06/12/2003,1,Stand Up,Ludacris Featuring Shawnna,2,1,14
13/12/2003,1,Hey Ya!,OutKast,2,1,9
20/12/2003,1,Hey Ya!,OutKast,1,1,10
27/12/2003,1,Hey Ya!,OutKast,1,1,11
03/01/2004,1,Hey Ya!,OutKast,1,1,12
10/01/2004,1,Hey Ya!,OutKast,1,1,13
17/01/2004,1,Hey Ya!,OutKast,1,1,14
24/01/2004,1,Hey Ya!,OutKast,1,1,15
31/01/2004,1,Hey Ya!,OutKast,1,1,16
07/02/2004,1,Hey Ya!,OutKast,1,1,17
14/02/2004,1,The Way You Move,OutKast Featuring Sleepy Brown,2,1,21
21/02/2004,1,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,2,1,12
28/02/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,2,1,8
06/03/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,9
13/03/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,10
20/03/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,11
27/03/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,12
03/04/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,13
10/04/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,14
17/04/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,15
24/04/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,16
01/05/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,17
08/05/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,18
15/05/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,19
22/05/2004,1,Burn,Usher,3,1,11
29/05/2004,1,Burn,Usher,1,1,12
05/06/2004,1,Burn,Usher,1,1,13
12/06/2004,1,Burn,Usher,1,1,14
19/06/2004,1,Burn,Usher,1,1,15
26/06/2004,1,Burn,Usher,1,1,16
03/07/2004,1,Burn,Usher,1,1,17
10/07/2004,1,I Believe,Fantasia,,1,1
17/07/2004,1,Burn,Usher,2,1,19
24/07/2004,1,Confessions Part II,Usher,2,1,13
31/07/2004,1,Confessions Part II,Usher,1,1,14
07/08/2004,1,Slow Motion,Juvenile Featuring Soulja Slim,2,1,15
14/08/2004,1,Slow Motion,Juvenile Featuring Soulja Slim,1,1,16
21/08/2004,1,Lean Back,Terror Squad,2,1,9
28/08/2004,1,Lean Back,Terror Squad,1,1,10
04/09/2004,1,Lean Back,Terror Squad,1,1,11
11/09/2004,1,Goodies,Ciara Featuring Petey Pablo,3,1,12
18/09/2004,1,Goodies,Ciara Featuring Petey Pablo,1,1,13
25/09/2004,1,Goodies,Ciara Featuring Petey Pablo,1,1,14
02/10/2004,1,Goodies,Ciara Featuring Petey Pablo,1,1,15
09/10/2004,1,Goodies,Ciara Featuring Petey Pablo,1,1,16
16/10/2004,1,Goodies,Ciara Featuring Petey Pablo,1,1,17
23/10/2004,1,Goodies,Ciara Featuring Petey Pablo,1,1,18
30/10/2004,1,My Boo,Usher And Alicia Keys,2,1,8
06/11/2004,1,My Boo,Usher And Alicia Keys,1,1,9
13/11/2004,1,My Boo,Usher And Alicia Keys,1,1,10
20/11/2004,1,My Boo,Usher And Alicia Keys,1,1,11
27/11/2004,1,My Boo,Usher And Alicia Keys,1,1,12
04/12/2004,1,My Boo,Usher And Alicia Keys,1,1,13
11/12/2004,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2,1,11
18/12/2004,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,1,1,12
25/12/2004,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,1,1,13
01/01/2005,1,Let Me Love You,Mario,2,1,11
08/01/2005,1,Let Me Love You,Mario,1,1,12
15/01/2005,1,Let Me Love You,Mario,1,1,13
22/01/2005,1,Let Me Love You,Mario,1,1,14
29/01/2005,1,Let Me Love You,Mario,1,1,15
05/02/2005,1,Let Me Love You,Mario,1,1,16
12/02/2005,1,Let Me Love You,Mario,1,1,17
19/02/2005,1,Let Me Love You,Mario,1,1,18
26/02/2005,1,Let Me Love You,Mario,1,1,19
05/03/2005,1,Candy Shop,50 Cent Featuring Olivia,2,1,5
12/03/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,6
19/03/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,7
26/03/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,8
02/04/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,9
09/04/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,10
16/04/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,11
23/04/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,12
30/04/2005,1,Candy Shop,50 Cent Featuring Olivia,1,1,13
07/05/2005,1,Hollaback Girl,Gwen Stefani,3,1,6
14/05/2005,1,Hollaback Girl,Gwen Stefani,1,1,7
21/05/2005,1,Hollaback Girl,Gwen Stefani,1,1,8
28/05/2005,1,Hollaback Girl,Gwen Stefani,1,1,9
04/06/2005,1,We Belong Together,Mariah Carey,2,1,8
11/06/2005,1,We Belong Together,Mariah Carey,1,1,9
18/06/2005,1,We Belong Together,Mariah Carey,1,1,10
25/06/2005,1,We Belong Together,Mariah Carey,1,1,11
02/07/2005,1,Inside Your Heaven,Carrie Underwood,,1,1
09/07/2005,1,We Belong Together,Mariah Carey,2,1,13
16/07/2005,1,We Belong Together,Mariah Carey,1,1,14
23/07/2005,1,We Belong Together,Mariah Carey,1,1,15
30/07/2005,1,We Belong Together,Mariah Carey,1,1,16
06/08/2005,1,We Belong Together,Mariah Carey,1,1,17
13/08/2005,1,We Belong Together,Mariah Carey,1,1,18
20/08/2005,1,We Belong Together,Mariah Carey,1,1,19
27/08/2005,1,We Belong Together,Mariah Carey,1,1,20
03/09/2005,1,We Belong Together,Mariah Carey,1,1,21
10/09/2005,1,We Belong Together,Mariah Carey,1,1,22
17/09/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,19,1,8
24/09/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,9
01/10/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,10
08/10/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,11
15/10/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,12
22/10/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,13
29/10/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,14
05/11/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,15
12/11/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,16
19/11/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1,1,17
26/11/2005,1,Run It!,Chris Brown,2,1,14
03/12/2005,1,Run It!,Chris Brown,1,1,15
10/12/2005,1,Run It!,Chris Brown,1,1,16
17/12/2005,1,Run It!,Chris Brown,1,1,17
24/12/2005,1,Run It!,Chris Brown,1,1,18
31/12/2005,1,Don't Forget About Us,Mariah Carey,2,1,11
07/01/2006,1,Don't Forget About Us,Mariah Carey,1,1,12
14/01/2006,1,Laffy Taffy,D4L,4,1,16
21/01/2006,1,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",5,1,10
28/01/2006,1,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",1,1,11
04/02/2006,1,Check On It,Beyonce Featuring Slim Thug,2,1,12
11/02/2006,1,Check On It,Beyonce Featuring Slim Thug,1,1,13
18/02/2006,1,Check On It,Beyonce Featuring Slim Thug,1,1,14
25/02/2006,1,Check On It,Beyonce Featuring Slim Thug,1,1,15
04/03/2006,1,Check On It,Beyonce Featuring Slim Thug,1,1,16
11/03/2006,1,You're Beautiful,James Blunt,2,1,18
18/03/2006,1,So Sick,Ne-Yo,9,1,15
25/03/2006,1,So Sick,Ne-Yo,1,1,16
01/04/2006,1,Temperature,Sean Paul,2,1,11
08/04/2006,1,Bad Day,Daniel Powter,2,1,7
15/04/2006,1,Bad Day,Daniel Powter,1,1,8
22/04/2006,1,Bad Day,Daniel Powter,1,1,9
29/04/2006,1,Bad Day,Daniel Powter,1,1,10
06/05/2006,1,Bad Day,Daniel Powter,1,1,11
13/05/2006,1,SOS,Rihanna,34,1,12
20/05/2006,1,SOS,Rihanna,1,1,13
27/05/2006,1,SOS,Rihanna,1,1,14
03/06/2006,1,Ridin',Chamillionaire Featuring Krayzie Bone,3,1,14
10/06/2006,1,Ridin',Chamillionaire Featuring Krayzie Bone,1,1,15
17/06/2006,1,Hips Don't Lie,Shakira Featuring Wyclef Jean,9,1,12
24/06/2006,1,Hips Don't Lie,Shakira Featuring Wyclef Jean,1,1,13
01/07/2006,1,Do I Make You Proud,Taylor Hicks,,1,1
08/07/2006,1,Promiscuous,Nelly Furtado Featuring Timbaland,3,1,8
15/07/2006,1,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,9
22/07/2006,1,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,10
29/07/2006,1,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,11
05/08/2006,1,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,12
12/08/2006,1,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,13
19/08/2006,1,London Bridge,Fergie,5,1,3
26/08/2006,1,London Bridge,Fergie,1,1,4
02/09/2006,1,London Bridge,Fergie,1,1,5
09/09/2006,1,SexyBack,Justin Timberlake,31,1,8
16/09/2006,1,SexyBack,Justin Timberlake,1,1,9
23/09/2006,1,SexyBack,Justin Timberlake,1,1,10
30/09/2006,1,SexyBack,Justin Timberlake,1,1,11
07/10/2006,1,SexyBack,Justin Timberlake,1,1,12
14/10/2006,1,SexyBack,Justin Timberlake,1,1,13
21/10/2006,1,SexyBack,Justin Timberlake,1,1,14
28/10/2006,1,Money Maker,Ludacris Featuring Pharrell,2,1,10
04/11/2006,1,Money Maker,Ludacris Featuring Pharrell,1,1,11
11/11/2006,1,My Love,Justin Timberlake Featuring T.I.,5,1,8
18/11/2006,1,My Love,Justin Timberlake Featuring T.I.,1,1,9
25/11/2006,1,My Love,Justin Timberlake Featuring T.I.,1,1,10
02/12/2006,1,I Wanna Love You,Akon Featuring Snoop Dogg,17,1,8
09/12/2006,1,I Wanna Love You,Akon Featuring Snoop Dogg,1,1,9
16/12/2006,1,Irreplaceable,Beyonce,2,1,7
23/12/2006,1,Irreplaceable,Beyonce,1,1,8
30/12/2006,1,Irreplaceable,Beyonce,1,1,9
06/01/2007,1,Irreplaceable,Beyonce,1,1,10
13/01/2007,1,Irreplaceable,Beyonce,1,1,11
20/01/2007,1,Irreplaceable,Beyonce,1,1,12
27/01/2007,1,Irreplaceable,Beyonce,1,1,13
03/02/2007,1,Irreplaceable,Beyonce,1,1,14
10/02/2007,1,Irreplaceable,Beyonce,1,1,15
17/02/2007,1,Irreplaceable,Beyonce,1,1,16
24/02/2007,1,Say It Right,Nelly Furtado,2,1,14
03/03/2007,1,What Goes Around...Comes Around,Justin Timberlake,8,1,11
10/03/2007,1,This Is Why I'm Hot,Mims,32,1,6
17/03/2007,1,This Is Why I'm Hot,Mims,1,1,7
